analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
83gsl73539ll0l0,MGI:1889272,Cadm1,129SV,Early adult,IMPC_ECH_010_001,0.1578485,LVAWs
83hfj7a3f8s052c,MGI:2141861,Ap2s1,C57BL,E9.5,M-G-P_013_001_007,0.4362503,Right Retina
83i442q3199b4mk,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_IMM_054_001,0.2094065,NK Subsets (Q1)
83imwk0z8yn5nj1,MGI:106014,Nudc,C57BL,Early adult,ESLIM_007_001_006,0.9733325,Periphery distance travelled
83iya5529x96051,MGI:2148801,Afg1l,C57BL,Middle aged adult,UCD_OWT_029_001,0.7852133,Body length
83jjk24887m9w63,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_OFD_022_001,0.319987,Percentage center time
83jx89rckr4s3n5,MGI:1920211,Slc17a7,C57BL,E18.5,UCDLA_HEM_002_001,0.2305284,Red blood cell count
83k9q3ozuy54w27,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_DXA_008_001,0.9234528,Lean/Body weight
83ki2530k75e0i5,MGI:1926154,Cfap20dc,C57BL,Early adult,IMPC_GEL_063_001,0.7172736,Delayed embryonic development
83l399wmq4z9udk,MGI:3710243,Myh7b,C57BL,Early adult,IMPC_CSD_080_001,0.9683992,Head bobbing
83l50o0yp4583vz,MGI:2148801,Afg1l,C57BL,Middle aged adult,ESLIM_008_001_001,0.7806244,Body position
83m7p9z197l8oil,MGI:1926950,Zfp236,C57BL,Late adult,M-G-P_026_001_007,0.6212177,Skin pigmentation
83n82186leg89tf,MGI:88105,Atp1a1,C57BL,Early adult,KMPCLA_OFD_020_001,0.5875758,Distance travelled - total
83nw5e6g3qjr08n,MGI:2154278,Ankrd6,C55BL,Early adult,IMPC_ECG_002_001,0.6817455,HR
83pge4ka1cn0ql9,MGI:2443047,Ttll1,C57BL,Early adult,IMPC_OFD_022_001,0.7384541,Percentage center time
83qc37abf3354rr,MGI:1920978,Psd,C57BL,Early adult,JAX_OFD_013_001,0.9883258,Periphery average speed
83qm8k1358q44fr,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_HEM_038_001,0.9463124,Basophil differential count
83qogm5v2zg762s,MGI:2137354,Trim9,C57BL,Early adult,JAXLA_CSD_012_001,0.2729042,Coat - hair distribution - head
83qw7wt2i23k33x,MGI:2444024,Rinl,C57BL,Early adult,M-G-P_026_001_007,0.3657756,Skin pigmentation
83r6l4uv3x6q3o3,MGI:1923322,Rnf183,C57BL,Early adult,ESLIM_015_001_019,0.8683328,Free fatty acid
83r727qt436hw9m,MGI:107416,Supt4a,C57BL,E9.5,IMPC_CSD_029_001,0.4623988,Activity (body position)
83s49vdt6ma4sfn,MGI:2443439,Itgbl1,C57BL,Late adult,M-G-P_013_001_004,0.6343636,Left Retina Pigmentation
83so2p9934pk28o,MGI:3609246,Lingo3,C57BL,Early adult,HRWLLA_EYE_092_001,0.9375976,Retina (combined)
83t6249342wwv49,MGI:1926154,Cfap20dc,C57BL,Early adult,ESLIM_007_001_011,0.3795034,Centre resting time
83u31g3w339dc62,MGI:1921850,Mrpl47,C57BL,Early adult,IMPC_CSD_036_001,0.8276082,Startle response
83v345d22dhr3ct,MGI:2137600,Rcc1l,C57BL,Early adult,ESLIM_019_001_007,0.5589468,IgE
83v5g0s925gcxe7,MGI:96654,Kcna1,C57BL,Early adult,JAX_SLW_007_001,0.5041441,Light sleep bout lengths mean
83w542409n7228g,MGI:2148801,Afg1l,C57BL,Middle aged adult,JAX_LDT_006_001,0.08290796,Fecal boli
83x1562uj82g7bf,MGI:1916286,Zg16,C57BL,Early adult,JAX_OFD_014_001,0.09818986,Center distance travelled
83x826j7pjy1a34,MGI:1914807,Larp6,C57BL,Early adult,IMPC_HEM_005_001,0.4723017,Mean cell volume
83y999wpk28g7c6,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_EYE_017_001,0.1108705,Lens Opacity
83zczv23575btc2,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_ECH_004_001,0.529147,Ejection Fraction
83zt7i8221cqd0x,MGI:2682639,Ddx31,C57BL,Early adult,M-G-P_008_001_012,0.8646133,Tail elevation
8401s136968m5cm,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_GRS_009_001,0.5011491,Forelimb and hindlimb grip strength measurement mean
8402dlnu29o79tr,MGI:106014,Nudc,C57BL,Early adult,IMPC_GEP_030_002,0.8107695,Edema
8402s1s3b6kjkh3,MGI:87994,Aldoa,C57BL,E9.5,IMPC_CBC_058_001,0.6115757,Cholesterol ratio
8408uaqhio6fwy2,MGI:1934754,Kars1,C57BL,E9.5,IMPC_HEM_037_001,0.1502759,Basophil cell count
840czjn2s3380ab,MGI:1929743,Asb2,C57BL,E9.5,IMPC_ACS_006_001,0.8856346,Response amplitude - S
840v300o0dftlp6,MGI:1921850,Mrpl47,C57BL,Early adult,JAX_PLC_004_001,0.666889,Glucose
84150gcq6a826j2,MGI:108404,Apbb3,C57BL,Early adult,JAX_LDT_005_001,0.4298883,Time mobile dark side
84190e69fo5996a,MGI:1913483,Dmap1,C57BL,E9.5,ESLIM_015_001_019,0.649859,Free fatty acid
841gfx3q98h9541,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_HEM_003_001,0.7173423,Hemoglobin
841hhurdo33e03o,MGI:95675,Gch1,C57BL,Early adult,IMPC_EYE_016_001,0.374057,Lens
841sw4f48d24q14,MGI:107448,Lyst,C57BL,Early adult,ESLIM_007_001_003,0.7926186,Whole arena resting time
841z0qb361hp3n9,MGI:88105,Atp1a1,C57BL,Early adult,ESLIM_008_001_008,0.274034,Locomotor activity
841zw1iez958465,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_HEM_007_001,0.7936986,Mean cell hemoglobin concentration
842410o1mo2p45q,MGI:1919221,Zswim1,C57BL,Early adult,ESLIM_008_001_008,0.2013022,Locomotor activity
842f45x69ng48hs,MGI:2137600,Rcc1l,C57BL,early adult,IMPC_OFD_011_001,0.3437974,Periphery resting time
842nxv6bpy25de9,MGI:2685483,Gsg1l,C57BL,Early adult,M-G-P_013_001_007,0.2005946,Right Retina
842v9y3gw7iqpm7,MGI:1920081,Dhx30,C57BL,E9.5,IMPC_EYE_069_001,0.5834679,Left inner nuclear layer
84370413ngm4ts3,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_EYE_067_001,0.754389,Left anterior chamber depth
84374c0ousku717,MGI:1298224,Pip5k1c,C57BL,Early adult,JAXLA_CSD_012_001,0.4588765,Coat - hair distribution - head
8439pk58q07g37q,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_ECH_005_001,0.2489152,Fractional Shortening
843c4dzb3t482jl,MGI:2682639,Ddx31,C57BL,Early adult,JAX_ROT_002_001,0.6782902,Average duration
843c72q598e4c34,MGI:1934754,Kars1,C57BL,Early adult,IMPC_LDT_006_001,0.1746818,Latency to first transition into dark
8446r8un38q4714,MGI:2442144,Taf5,C57BL,Early adult,IMPC_HEM_031_001,0.374218,Lymphocyte differential count
844e71v65w396yt,MGI:1916274,Snx15,C57BL,Early adult,IMPC_EYE_024_001,0.3523697,Retinal Blood Vessels
844k14kx1251250,MGI:1197515,Irx1,C57BL,Early adult,IMPC_CBC_009_001,0.3933921,Calcium
8450hq0i2653o6b,MGI:107448,Lyst,C57BL,Early adult,IMPC_CSD_074_001,0.5850009,Mouth morphology
845x5006c4ko396,MGI:2442707,Tmem72,C57BL,Early adult,IMPC_OFD_021_001,0.4203538,Number of rears - total
846700vy4ztayoq,MGI:1860835,Ak3,C57BL,Early adult,IMPC_CSD_074_001,0.7865853,Mouth morphology
8467b215l1c960u,MGI:3710243,Myh7b,C53BL,Early adult,IMPC_GEL_024_001,0.2509746,Branchial arch morphology
8467v16c25q6977,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_HEM_005_001,0.6730804,Mean cell volume
8468nwbsjt04oxw,MGI:1918039,Kynu,C57BL,Early adult,IMPC_CSD_080_001,0.4657164,Head bobbing
846bnk71x14j1wz,MGI:1914228,Luc7l,C57BL,Middle aged adult,ESLIM_015_001_018,0.3656259,Triglyceride
846hcy78vm46a77,MGI:1298224,Pip5k1c,C57BL,E18.5,KMPCLA_CBC_010_001,0.1595028,Phosphorus
846o1jbza6w8p51,MGI:1914738,Calcoco1,C57BL,Early adult,IMPC_EYE_066_001,0.3094853,Left corneal thickness
846y0l67l36198a,MGI:1914738,Calcoco1,C57BL,Middle aged adult,IMPC_HEM_030_001,0.09969197,Neutrophil cell count
8471d1x45v050cd,MGI:2442144,Taf5,C57BL,Early adult,IMPC_CBC_009_001,0.8910807,Calcium
847295j3gr9pq69,MGI:1914615,Pudp,C57BL,Early adult,IMPC_EYE_092_001,0.8199756,Retina (combined)
84734yp9708i93y,MGI:87994,Aldoa,C57BL,Early adult,IMPC_HEM_038_001,0.1532067,Basophil differential count
84739uo393kog9p,MGI:95413,Ercc2,C57BL,Early adult,JAX_OFD_010_001,0.8995302,Periphery distance travelled
8478xn6t57l8657,MGI:1913483,Dmap1,C57BL,Early adult,IMPC_EYE_062_001,0.6905746,Right total retinal thickness
84794h78044w25q,MGI:3769724,Tomt,C57BL,Early adult,IMPC_XRY_033_001,0.9245329,Tibia length
847aa2vsq53azty,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_CBC_011_001,0.6168335,Iron
847v2502rzt7pgi,MGI:1918039,Kynu,C57BL,Late adult,IMPC_ACS_033_001,0.6578508,% Pre-pulse inhibition - PPI1
847v427je80868n,MGI:1916286,Zg16,C57BL,Early adult,ESLIM_011_001_010,0.5741165,PP4 + pulse startle magnitude
8481o832qtr907g,MGI:2447773,Fam83a,C57BL,Early adult,ESLIM_018_001_004,0.6935853,CD25+ percentage of CD4+ T cells
8482qzg15soy59s,MGI:1914391,Fbxo5,C57BL,Early adult,IMPC_HEM_031_001,0.8411534,Lymphocyte differential count
8482zf89nbf48m5,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_HWT_008_001,0.3422428,Heart weight
848ag86t73181zt,MGI:88105,Atp1a1,C57BL,Early adult,KMPCLA_CBC_010_001,0.5542382,Phosphorus
84914aoxmfz8879,MGI:1919221,Zswim1,C55BL,Early adult,JAXLA_CSD_007_001,0.1621645,Coat - color - abdomen
849342g9si17428,MGI:1921850,Mrpl47,C57BL,E12.5,IMPC_ACS_006_001,0.1943903,Response amplitude - S
84951834lq78dp5,MGI:2137600,Rcc1l,C57BL,Early adult,IMPC_CBC_003_001,0.457464,Chloride
849zcw42y3b766t,MGI:107416,Supt4a,C57BL,E12.5,IMPC_DXA_009_001,0.2713006,Fat/Body weight
84a5w3w641x96cl,MGI:1920978,Psd,C57BL,Early adult,KMPCLA_CSD_005_001,0.7914946,Coat - color - back
84ao1zpk4011106,MGI:87994,Aldoa,C57BL,E12.5,IMPC_EYE_083_001,0.2412024,Vitreous
84b3k4tncv8mkf3,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_GRS_011_001,0.1552963,Forelimb and hindlimb grip strength normalised against body weight
84dpx4029dg9829,MGI:2442707,Tmem72,C57BL,Early adult,IMPC_EYE_017_001,0.5353036,Lens Opacity
84dsn5ocz113669,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_CBC_010_001,0.9146137,Phosphorus
84dt2w9a984913w,MGI:3769724,Tomt,C57BL,Early adult,ESLIM_008_001_008,0.4370496,Locomotor activity
84dyp6443824343,MGI:96080,Mst1,C57BL,Early adult,UCDIP_GRS_009_001,0.4249215,Forelimb and hindlimb grip strength measurement mean
84fb4gv9f36w86f,MGI:1913483,Dmap1,C57BL,E9.5,IMPC_OFD_013_001,0.5988754,Periphery average speed
84gxc5vzti3sj44,MGI:1889272,Cadm1,C57BL,Early adult,M-G-P_007_001_015,0.000007490354,Number of entries in the center
84h0o512rm3897j,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_IMM_056_001,0.8285038,NK Subsets (Q3)
84i39dj3hx1nb02,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_CBC_011_001,0.8736804,Iron
84i8lmk2l5wd714,MGI:2685483,Gsg1l,C57BL,Middle aged adult,ESLIM_007_001_008,0.7742027,Periphery permanence time
84iv8h2y1965p19,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_CBC_012_001,0.6129444,Aspartate aminotransferase
84j093d8667t66i,MGI:1913857,Ms4a4d,C57BL,Early adult,JAX_SLW_007_001,0.7916965,Light sleep bout lengths mean
84k487tvyxdj9nl,MGI:2145316,Txndc5,C57BL,Early adult,IMPC_ACS_036_001,0.7746033,% Pre-pulse inhibition - PPI4
84k55gw2n3709wx,MGI:1914228,Luc7l,C57BL,Late adult,IMPC_HEM_030_001,0.8340366,Neutrophil cell count
84k6fl62431urt8,MGI:2443047,Ttll1,C57BL,Early adult,IMPC_ABR_008_001,0.7914016,18kHz-evoked ABR Threshold
84kq6t6r080n6h1,MGI:1919669,Fam72a,C57BL,Early adult,ESLIM_016_001_007,0.7832076,Mean cell haemoglobin concentration
84nwj8w1ri0hi0l,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_ACS_036_001,0.5673051,% Pre-pulse inhibition - PPI4
84o6863v85w849u,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_IMM_054_001,0.8887514,NK Subsets (Q1)
84oau23kbgquuia,MGI:1298224,Pip5k1c,C57BL,E12.5,KMPCLA_CSD_005_001,0.7855629,Coat - color - back
84p6vu24uf25usa,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_CSD_016_001,0.7134034,Coat - hair texture / appearance - abdomen
84pf32199743ayg,MGI:2137354,Trim9,C57BL,Early adult,IMPC_IPG_010_001,0.7950257,Fasted blood glucose concentration
84pl0ba9g25i4tg,MGI:1914738,Calcoco1,C57BL,Middle aged adult,CCP_XRY_031_001,0.7328273,Digit integrity
84q6l300p3v3yk4,MGI:2685483,Gsg1l,C57BL,Early adult,M-G-P_007_001_005,0.9825053,Whole Arena - average Speed
84qpcgm31etod80,MGI:2141861,Ap2s1,C57BL,Early adult,JAX_LDT_009_001,0.7782067,Percent time in light
84r00m28r2wwjnm,MGI:2682639,Ddx31,C57BL,E18.5,IMPC_CSD_077_001,NA,Contact righting
84r3p2cui9mc4sm,MGI:1920081,Dhx30,C57BL,E9.5,JAX_PLC_004_001,0.5191131,Glucose
84rftw0hlsb9d85,MGI:1197515,Irx1,C57BL,Early adult,IMPC_CBC_008_001,0.7574678,Total bilirubin
84s14112smk6300,MGI:2654470,Ctdsp1,C57BL,Early adult,ESLIM_016_001_007,0.1206113,Mean cell haemoglobin concentration
84s4pe9f948kc86,MGI:2150302,Ddhd1,C57BL,Early adult,JAX_SLW_007_001,0.8643537,Light sleep bout lengths mean
84t58d369f898vn,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_HEM_031_001,0.3085465,Lymphocyte differential count
84t9oth86p9n41d,MGI:95791,Got1,C57BL,Early adult,IMPC_EYE_026_001,0.5758437,Retinal Blood Vessels Pattern
84u3r7rb21gf2ma,MGI:1920136,Yju2,C57BL,Early adult,IMPC_CBC_003_001,0.4346439,Chloride
84u5gb45uo090r8,MGI:1298397,Sncg,C57BL,Late adult,IMPC_GRS_009_001,0.2494379,Forelimb and hindlimb grip strength measurement mean
84uj0iy119d6r3g,MGI:95751,Glrb,C57BL,E15.5,UCDIP_GRS_009_001,0.7343908,Forelimb and hindlimb grip strength measurement mean
84uurffs7z1umr7,MGI:1926950,Zfp236,C57BL,E9.5,M-G-P_026_001_007,0.1865098,Skin pigmentation
84v394xfm3p5397,MGI:3779462,Plscr5,C57BL,Early adult,ESLIM_007_001_012,0.3576981,Centre permanence time
84wrs77920q0yy4,MGI:96654,Kcna1,C57BL,NA,IMPC_IMM_054_001,0.08642942,NK Subsets (Q1)
84x965dt3k041r2,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_CSD_007_001,0.3428794,Coat - color - abdomen
84zf419991u7xh0,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_EYE_066_001,0.201661,Left corneal thickness
85005lo4osg8ed6,MGI:1914807,Larp6,C57BL,Early adult,IMPC_DXA_008_001,0.2014532,Lean/Body weight
8501rc80jswb335,MGI:2444024,Rinl,C57BL,Early adult,IMPC_CSD_078_001,0.538887,Vocalization
85068gjf32104sx,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_ECH_010_001,0.9847844,LVAWs
85085sa5ql9jepa,MGI:1918039,Kynu,C57BL,Early adult,ESLIM_005_001_004,0.8646681,Bone Mineral Density (excluding skull)
85089g6ofyad656,MGI:1889272,Cadm1,C57BL,Early adult,KMPCLA_GRS_011_001,0.9136717,Forelimb and hindlimb grip strength normalised against body weight
8509ezq6gr73265,MGI:106014,Nudc,C57BL,Early adult,IMPC_HEM_002_001,0.4941421,Red blood cell count
8515nx0b798ky5a,MGI:1914228,Luc7l,C50BL,Middle aged adult,IMPC_HEM_031_001,0.502996,Lymphocyte differential count
851a27q57f2h65t,MGI:1926950,Zfp236,C57BL,E9.5,IMPC_HEM_034_001,0.4571583,Monocyte cell count
851cv15555es688,MGI:106014,Nudc,C57BL,Early adult,JAX_LDT_009_001,0.6544656,Percent time in light
85210p2l6cv68jd,MGI:105077,Hsd17b1,C57BL,Early adult,M-G-P_026_001_007,0.9376159,Skin pigmentation
8522e6h74a8qw1j,MGI:2443439,Itgbl1,C57BL,Late adult,JAX_SLW_013_001,0.4880168,Breath rate during sleep mean
852pl47yi87nz1i,MGI:87994,Aldoa,C57BL,E9.5,IMPC_HEM_033_001,0.4864311,Monocyte differential count
852zv73z4136cbt,MGI:95413,Ercc2,C57BL,Early adult,IMPC_DXA_002_001,0.5602146,Fat mass
8531t186y947s55,MGI:2442144,Taf5,C57BL,Early adult,IMPC_CBC_008_001,0.597581,Total bilirubin
8532r62064750hu,MGI:87994,Aldoa,C57BL,E9.5,IMPC_LDT_008_001,0.3157168,Percent time in light
85342ne4wq86wf2,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_DXA_004_001,0.7337788,Bone Mineral Density (excluding skull)
8536607jdx42poz,MGI:1922806,Cfap161,C57BL,Early adult,IMPC_OFD_019_001,0.6418007,Number of center entries
853j952z4a157ug,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_OFD_019_001,0.9575816,Number of center entries
853r455492s0492,MGI:97601,Prkcq,C57BL,Early adult,IMPC_LDT_008_001,0.7202483,Percent time in light
854335m515w1q0g,MGI:1914738,Calcoco1,C57BL,Early adult,IMPC_IMM_054_001,0.4197581,NK Subsets (Q1)
85448n919o0c271,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_HEM_030_001,0.5669722,Neutrophil cell count
854663g979cphdy,MGI:1919221,Zswim1,C57BL,Early adult,ESLIM_018_001_008,0.1770035,NK cell percentage
8547hl332wf45f9,MGI:1920136,Yju2,C57BL,E12.5,IMPC_GEL_027_001,0.3861049,Neural tube closure
854f7x0s2a2c075,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_HEM_019_001,0.4143012,Mean platelet volume
854xdqmhj50e85g,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_HEM_001_001,0.7941255,White blood cell count
8554mvp66ekshny,MGI:3710243,Myh7b,C57BL,Early adult,IMPC_LDT_006_001,0.1336689,Latency to first transition into dark
8556a7255o2r2k7,MGI:1914391,Fbxo5,C57BL,E9.5,JAX_ROT_002_001,0.7840192,Average duration
8557wjf94lpvb26,MGI:2137354,Trim9,C57BL,Early adult,IMPC_ACS_033_001,0.7828047,% Pre-pulse inhibition - PPI1
855k173xa8om9fe,MGI:1923275,Cant1,C57BL,Early adult,IMPC_OFD_050_001,0.8785671,Percentage center movement time
855psc71i574jx7,MGI:1914738,Calcoco1,C57BL,Early adult,KMPCLA_OFD_009_001,0.290694,Whole arena average speed
856683ax8fui05u,MGI:88105,Atp1a1,C57BL,Early adult,IMPC_EYE_066_001,0.973842,Left corneal thickness
8567557s9ufg276,MGI:1918039,Kynu,C57BL,Early adult,ESLIM_011_001_009,0.301575,PP3 + pulse startle magnitude
856k4w137259te3,MGI:2443047,Ttll1,C57BL,Early adult,IMPC_EYE_069_001,0.1726863,Left inner nuclear layer
85783963r9379r0,MGI:1298397,Sncg,C57BL,Middle aged adult,IMPC_HEM_033_001,0.6235838,Monocyte differential count
857ep38354b973m,MGI:1914807,Larp6,C57BL,Early adult,IMPC_OFD_007_001,0.7784739,Whole arena resting time
857g9556u5h8x96,MGI:2685483,Gsg1l,C57BL,Middle aged adult,IMPC_CBC_004_001,0.9140105,Urea (Blood Urea Nitrogen - BUN)
8581us552tayd3h,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_EYE_083_001,0.9517451,Vitreous
8583142344q4d5v,MGI:87994,Aldoa,C57BL,E9.5,HRWLLA_CSD_036_001,0.1892772,Startle response
85850t70thcxpat,MGI:1934754,Kars1,C57BL,E12.5,IMPC_GEO_047_002,0.7522619,Microphthalmia
8588w15c16gwy6o,MGI:1858259,Tomm40,C57BL,Early adult,HRWLLA_CSD_036_001,0.2609419,Startle response
858fz22tto7jmdc,MGI:1934754,Kars1,C57BL,Early adult,ESLIM_015_001_017,0.960384,Total cholesterol
858g1e967y5820u,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_CBC_018_001,0.5129395,Glucose
858z1a080i79k54,MGI:1914805,Mgat4d,C57BL,Early adult,ESLIM_018_001_006,0.960049,Mature B cells IgD+ percentage
859203tw8555q4j,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_EYE_062_001,0.447292,Right total retinal thickness
859367aibct4xl5,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_EYE_017_001,0.3574117,Lens Opacity
8596uvez05146c9,MGI:1889272,Cadm1,C57BL,Early adult,KMPCLA_CBC_010_001,0.1813911,Phosphorus
859793434u317x0,MGI:2682639,Ddx31,C57BL,E18.5,ESLIM_008_001_012,0.997222,Tail elevation
859ysdo8u3e49ca,MGI:96654,Kcna1,C57BL,early adult,M-G-P_026_001_007,0.1112391,Skin pigmentation
85a165u540xl8oo,MGI:1915152,Sumf2,C57BL,Early adult,ESLIM_019_001_001,0.4383468,IgM
85af4o1fs4bbj1j,MGI:1341157,Sox30,C57BL,Early adult,IMPC_HEM_034_001,0.8129029,Monocyte cell count
85ai7z7iz4bql3s,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_IPG_010_001,0.8519749,Fasted blood glucose concentration
85bwl9ov6g03a2l,MGI:1889272,Cadm1,129SV,Early adult,IMPC_OWT_004_001,0.06546234,Right kidney weight
85dcg5zx0c132x7,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_LDT_006_001,0.1786142,Latency to first transition into dark
85f24a23305ce2b,MGI:1926950,Zfp236,C57BL,Middle aged adult,JAXLA_CSD_012_001,0.2837693,Coat - hair distribution - head
85f9gp64r0rmj1c,MGI:1919669,Fam72a,C57BL,Early adult,UCD_OWT_029_001,0.1809211,Body length
85g7j597z5018yn,MGI:1926950,Zfp236,C57BL,E9.5,IMPC_GRS_010_001,0.7195911,Forelimb grip strength normalised against body weight
85h404ki6p0l109,MGI:1929743,Asb2,C57BL,E12.5,IMPC_ACS_036_001,0.5586315,% Pre-pulse inhibition - PPI4
85itx73xm15r2py,MGI:1929743,Asb2,C57BL,E12.5,IMPC_GEO_069_001,0.4686695,Delayed embryonic development
85iv2d20zm62mes,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_HEM_034_001,0.6668847,Monocyte cell count
85jgd75g5ff0176,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_CSD_010_001,0.5925852,Coat - color pattern - abdomen
85k881nw2ej6589,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_OFD_022_001,0.429853,Percentage center time
85kijw8m9iy802h,MGI:1920081,Dhx30,C57BL,E9.5,IMPC_ACS_037_001,0.5720454,% Pre-pulse inhibition - Global
85kthhy79k2516z,MGI:1277178,Fam91a1,C57BL,E18.5,KMPCLA_CBC_010_001,0.2722543,Phosphorus
85m0blq6chu48l9,MGI:1921850,Mrpl47,C57BL,Early adult,M-G-P_007_001_009,0.2304641,Periphery - average Speed
85mabksqo24yv3x,MGI:103032,Scg3,C57BL,Early adult,IMPC_CBC_010_001,0.2287287,Phosphorus
85n6b4i398h3s8g,MGI:1298397,Sncg,C57BL,Early adult,ESLIM_007_001_012,0.2925902,Centre permanence time
85n6z6676cvp8a4,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_EYE_027_001,0.867082,Persistence of hyaloid vascular system
85nb8xc3mj3zr40,MGI:2442707,Tmem72,C57BL,Late adult,IMPC_CSD_016_001,0.07747902,Coat - hair texture / appearance - abdomen
85ndh3mcq3vqn78,MGI:1298397,Sncg,C57BL,Early adult,IMPC_ABR_012_001,0.08234074,30kHz-evoked ABR Threshold
85q06pgbalmv8qr,MGI:1197515,Irx1,C57BL,Early adult,JAX_ROT_002_001,0.2457271,Average duration
85qqig5496y3t50,MGI:1915751,Nsmce2,C57BL,Early adult,ESLIM_019_001_003,0.214089,IgG1
85rfp4g28c2p3ra,MGI:2444024,Rinl,C57BL,Early adult,IMPC_CBC_004_001,0.8066499,Urea (Blood Urea Nitrogen - BUN)
85rp5704ys7m216,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_CBC_014_001,0.4946307,Alkaline phosphatase
85srh62qc57e40h,MGI:1914228,Luc7l,C57BL,Early adult,ESLIM_018_001_006,0.230273,Mature B cells IgD+ percentage
85tu7x19lgw2921,MGI:1278344,Nipsnap1,C57BL,Early adult,IMPC_CBC_006_001,0.421157,Total protein
85u0b60h895q5t4,MGI:103032,Scg3,C57BL,Early adult,IMPC_CBC_017_001,0.6540361,Triglycerides
85ujb054ei3n345,MGI:1920136,Yju2,C57BL,Early adult,IMPC_GEO_047_002,0.2028711,Microphthalmia
85upk1x2fz12twv,MGI:97601,Prkcq,C57BL,Early adult,IMPC_ACS_006_001,0.169225,Response amplitude - S
85uwe10386415mu,MGI:1919669,Fam72a,C57BL,Early adult,JAXLA_CSD_007_001,0.9972657,Coat - color - abdomen
85v3618925q3y21,MGI:1914228,Luc7l,C57BL,Late adult,IMPC_DXA_002_001,0.2796447,Fat mass
85vo3x3k8r7bzu7,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_LDT_006_001,0.2281577,Latency to first transition into dark
85vqeit2996kf2m,MGI:106014,Nudc,C57BL,Early adult,IMPC_HEM_037_001,0.4726988,Basophil cell count
85w65472m974uh5,MGI:1914738,Calcoco1,C57BL,Early adult,KMPCLA_OFD_020_001,0.2262182,Distance travelled - total
85x3xdbx38si49c,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_ABR_010_001,0.05887287,24kHz-evoked ABR Threshold
85xh2g1ialg5q1t,MGI:87994,Aldoa,C57BL,E12.5,IMPC_ECH_012_001,0.3849983,LVPWs
8600b4x582d5cos,MGI:1918039,Kynu,C57BL,Late adult,IMPC_IPG_011_001,0.7705759,Initial response to glucose challenge
86065p500956w30,MGI:3645933,Tm4sf19,C57BL,early adult,IMPC_EYE_023_001,0.8396641,Optic Disc
86077007obykt3m,MGI:1914738,Calcoco1,C57BL,Early adult,IMPC_EYE_026_001,0.1825746,Retinal Blood Vessels Pattern
860io3u288xrkc6,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_ABR_002_001,0.8008522,Click-evoked ABR threshold
8613ef44284x0d7,MGI:1277178,Fam91a1,C57BL,Early adult,ESLIM_008_001_012,0.5349527,Tail elevation
861iqtm835a5034,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_CSD_077_001,0.4839247,Contact righting
861l2l5l5n7133b,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_HEM_019_001,0.8362387,Mean platelet volume
