"","impcParameterOrigId","name","description","parameterId"
"2164",20255,"Eyelid morphology","eyelid_morphology","IMPC_EYE_004_001"
"2165",20256,"Eyelid closure","eyelid_closure","IMPC_EYE_005_001"
"2166",20257,"Narrow eye opening","narrow_eye_opening","IMPC_EYE_006_001"
"2167",20258,"Cornea","cornea","IMPC_EYE_007_001"
"2168",20259,"Corneal opacity","corneal_opacity","IMPC_EYE_008_001"
"2169",20260,"Corneal vascularization","corneal_vascularization","IMPC_EYE_009_001"
"2170",20261,"Iris/Pupil","iris_pupil","IMPC_EYE_010_001"
"2171",20262,"Pupil Position","pupil_position","IMPC_EYE_011_001"
"2172",20263,"Pupil Shape","pupil_shape","IMPC_EYE_012_001"
"2173",20264,"Pupil Dilation","pupil_dilation","IMPC_EYE_013_001"
"2174",20265,"Pupil Light Response","pupil_light_response","IMPC_EYE_014_001"
"2175",20266,"Iris Pigmentation","iris_pigmentation","IMPC_EYE_015_001"
"2176",20267,"Lens","lens","IMPC_EYE_016_001"
"2177",20268,"Lens Opacity","lens_opacity","IMPC_EYE_017_001"
"2178",20269,"Fusion between cornea and lens","fusion_between_cornea_and_lens","IMPC_EYE_018_001"
"2179",20270,"Synechia","synechia","IMPC_EYE_019_001"
"2180",20271,"Retina","retina","IMPC_EYE_020_001"
"2181",20272,"Retinal Pigmentation","retinal_pigmentation","IMPC_EYE_021_001"
"2182",20273,"Retinal Structure","retinal_structure","IMPC_EYE_022_001"
"2183",20274,"Optic Disc","optic_disc","IMPC_EYE_023_001"
"2184",20275,"Retinal Blood Vessels","retinal_blood_vessels","IMPC_EYE_024_001"
"2185",20276,"Retinal Blood Vessels Structure","retinal_blood_vessels_structure","IMPC_EYE_025_001"
"2186",20277,"Retinal Blood Vessels Pattern","retinal_blood_vessels_pattern","IMPC_EYE_026_001"
"2187",20278,"Persistence of hyaloid vascular system","persistence_of_hyaloid_vascular_system","IMPC_EYE_027_001"
"2188",20279,"Slit Lamp observation","slit_lamp_observation","IMPC_EYE_028_001"
"2189",20280,"Ophthalmoscope Observation","ophthalmoscope_observation","IMPC_EYE_029_001"
"2190",20281,"Slit Lamp Equipment ID","slit_lamp_equipment_id","IMPC_EYE_030_001"
"2191",20282,"Slit Lamp Equipment Manufacturer","slit_lamp_equipment_manufacturer","IMPC_EYE_031_001"
"2192",20283,"Slit Lamp Equipment Model","slit_lamp_equipment_model","IMPC_EYE_032_001"
"2193",20284,"Ophthalmoscope Equipment ID","ophthalmoscope_equipment_id","IMPC_EYE_033_001"
"2194",20285,"Ophthalmoscope Equipment Manufacturer","ophthalmoscope_equipment_manufacturer","IMPC_EYE_034_001"
"2195",20286,"Ophthalmoscope Equipment Model","ophthalmoscope_equipment_model","IMPC_EYE_035_001"
"2196",20287,"Experimenter ID","experimenter_id","IMPC_EYE_036_001"
"2197",20288,"Optical Coherence Tomography Equipment ID","optical_coherence_tomography_equipment_id","IMPC_EYE_037_001"
"2198",20289,"Optical Coherence Tomography Equipment Manufacturer","optical_coherence_tomography_equipment_manufacturer","IMPC_EYE_038_001"
"2199",20290,"Optical Coherence Tomography Equipment Model","optical_coherence_tomography_equipment_model","IMPC_EYE_039_001"
"2200",20291,"Scheimpflug Equipment ID","scheimpflug_equipment_id","IMPC_EYE_040_001"
"2201",20292,"Scheimpflug Equipment Manufacturer","scheimpflug_equipment_manufacturer","IMPC_EYE_041_001"
"2202",20293,"Scheimpflug Equipment Model","scheimpflug_equipment_model","IMPC_EYE_042_001"
"2203",20294,"Dilation Method","dilation_method","IMPC_EYE_043_001"
"2204",20295,"Topical Anesthetic","topical_anesthetic","IMPC_EYE_044_001"
"2205",20296,"General Anesthetic","general_anesthetic","IMPC_EYE_045_001"
"2206",20297,"Date Slit Lamp equipment last calibrated",NA,"IMPC_EYE_046_001"
"2207",20298,"Date Ophthalmoscope equipment last calibrated",NA,"IMPC_EYE_047_001"
"2208",20299,"Date Scheimpflug equipment last calibrated",NA,"IMPC_EYE_048_001"
"2209",20300,"Date OCT equipment last calibrated",NA,"IMPC_EYE_049_001"
"2210",20301,"Images Ophthalmoscopy",NA,"IMPC_EYE_050_001"
"2211",20302,"Images Slit Lamp",NA,"IMPC_EYE_051_001"
"2212",20303,"Sheimpflug Lens description",NA,"IMPC_EYE_052_001"
"2213",20304,"Scheimpflug description",NA,"IMPC_EYE_053_001"
"2214",20305,"Min left eye lens density",NA,"IMPC_EYE_054_001"
"2215",20306,"Max left eye lens density",NA,"IMPC_EYE_055_001"
"2216",20307,"Mean left eye lens density",NA,"IMPC_EYE_056_001"
"2217",20308,"Min right eye lens density",NA,"IMPC_EYE_057_001"
"2218",20309,"Max right eye lens density",NA,"IMPC_EYE_058_001"
"2219",20310,"Mean right eye lens density",NA,"IMPC_EYE_059_001"
"2220",20311,"Right corneal thickness",NA,"IMPC_EYE_060_001"
"2221",20312,"Right anterior chamber depth",NA,"IMPC_EYE_061_001"
"2222",20313,"Right total retinal thickness",NA,"IMPC_EYE_062_001"
"2223",20314,"Right inner nuclear layer",NA,"IMPC_EYE_063_001"
"2224",20315,"Right outer nuclear layer",NA,"IMPC_EYE_064_001"
"2225",20316,"Right posterior chamber depth",NA,"IMPC_EYE_065_001"
"2226",20317,"Left corneal thickness",NA,"IMPC_EYE_066_001"
"2227",20318,"Left anterior chamber depth",NA,"IMPC_EYE_067_001"
"2228",20319,"Left total retinal thickness",NA,"IMPC_EYE_068_001"
"2229",20320,"Left inner nuclear layer",NA,"IMPC_EYE_069_001"
"2230",20321,"Left outer nuclear layer",NA,"IMPC_EYE_070_001"
"2231",20322,"Left posterior chamber depth",NA,"IMPC_EYE_071_001"
"2232",20323,"B-scan of right retina",NA,"IMPC_EYE_072_001"
"2233",20324,"B-scan of left retina",NA,"IMPC_EYE_073_001"
"2234",20325,"VIP of right fundus",NA,"IMPC_EYE_074_001"
"2235",20326,"VIP of left fundus",NA,"IMPC_EYE_075_001"
"2236",20327,"B-scan of right cornea and lens",NA,"IMPC_EYE_076_001"
"2237",20328,"B-scan of left cornea and lens",NA,"IMPC_EYE_077_001"
"2238",20329,"VIP of right eye",NA,"IMPC_EYE_078_001"
"2239",20330,"VIP of left eye",NA,"IMPC_EYE_079_001"
"2240",20331,"Corneal Sclerization",NA,"IMPC_EYE_080_001"
"2241",20332,"Corneal deposits",NA,"IMPC_EYE_081_001"
"2242",20333,"Iris transilumination",NA,"IMPC_EYE_082_001"
"2243",20334,"Vitreous",NA,"IMPC_EYE_083_001"
"2244",20335,"Corneal mineralization",NA,"IMPC_EYE_084_001"
"2245",20336,"Corneal ulcer",NA,"IMPC_EYE_085_001"
"2246",20337,"Lacrimation",NA,"IMPC_EYE_086_001"
"2247",20338,"Right vitreous humor thickness",NA,"IMPC_EYE_087_001"
"2248",20339,"Left vitreous humour thickness",NA,"IMPC_EYE_088_001"
"2249",20340,"Ophthalmoscope Lens Model",NA,"IMPC_EYE_089_001"
"2250",20341,"Right eye diameter",NA,"IMPC_EYE_090_001"
"2251",20342,"Left eye diameter",NA,"IMPC_EYE_091_001"
"2252",20343,"Retina (combined)",NA,"IMPC_EYE_092_001"
"2253",67252,"Camera to Source",NA,"IMPC_EML_010_001"
"2254",67253,"Equipment Version",NA,"IMPC_EML_006_001"
"2255",67254,"Image Pixel Size",NA,"IMPC_EML_007_001"
"2256",67255,"Date of Scan",NA,"IMPC_EML_014_001"
"2257",67256,"Equipment Manufacturer",NA,"IMPC_EML_004_001"
"2258",67257,"Equipment ID",NA,"IMPC_EML_003_001"
"2259",67258,"E9.5 MicroCT Preparation protocol",NA,"IMPC_EML_008_001"
"2260",67259,"Screenshots",NA,"IMPC_EML_017_001"
"2261",67260,"Object to Source",NA,"IMPC_EML_009_001"
"2262",67261,"Source Current",NA,"IMPC_EML_016_001"
"2263",67262,"Date of Sacrifice",NA,"IMPC_EML_012_001"
"2264",67263,"Date Preparation Finished",NA,"IMPC_EML_013_001"
"2265",67264,"Embryo reconstruction",NA,"IMPC_EML_001_001"
"2266",67265,"Experimenter ID",NA,"IMPC_EML_002_001"
"2267",67266,"Source Voltage",NA,"IMPC_EML_015_001"
"2268",67267,"Date equipment last calibrated",NA,"IMPC_EML_011_001"
"2269",67268,"Equipment Model",NA,"IMPC_EML_005_001"
"2270",51545,"Conditioning Baseline Freeze Count","conditioning_baseline_freeze_count","IMPC_FEA_001_001"
"2271",51546,"Conditioning Baseline Freezing Time","conditioning_baseline_freezing_time","IMPC_FEA_002_001"
"2272",51547,"Conditioning Baseline % Freezing Time","conditioning_baseline_freezing_time","IMPC_FEA_003_001"
"2273",51548,"Conditioning Baseline Average Motion Index","conditioning_baseline_average_motion_index","IMPC_FEA_004_001"
"2274",51549,"Conditioning Baseline Minimum Motion Index","conditioning_baseline_minimum_motion_index","IMPC_FEA_005_001"
"2275",51550,"Conditioning Baseline Maximum Motion Index","conditioning_baseline_maximum_motion_index","IMPC_FEA_006_001"
"2276",51551,"Context Freeze Count","context_freeze_count","IMPC_FEA_007_001"
"2277",51552,"Context Freezing Time","context_freezing_time","IMPC_FEA_008_001"
"2278",51553,"Context % Freezing Time","context_freezing_time","IMPC_FEA_009_001"
"2279",51554,"Context Average Motion Index","context_average_motion_index","IMPC_FEA_010_001"
"2280",51555,"Context Minimum Motion Index","context_minimum_motion_index","IMPC_FEA_011_001"
"2281",51556,"Context Maximum Motion Index","context_maximum_motion_index","IMPC_FEA_012_001"
"2282",51557,"Cue Baseline Freeze Count","cue_baseline_freeze_count","IMPC_FEA_013_001"
"2283",51558,"Cue Baseline Freezing Time","cue_baseline_freezing_time","IMPC_FEA_014_001"
"2284",51559,"Cue Baseline % Freezing Time","cue_baseline_freezing_time","IMPC_FEA_015_001"
"2285",51560,"Cue Baseline Average Motion Index","cue_baseline_average_motion_index","IMPC_FEA_016_001"
"2286",51561,"Cue Baseline Minimum Motion Index","cue_baseline_minimum_motion_index","IMPC_FEA_017_001"
"2287",51562,"Cue Baseline Maximum Motion Index","cue_baseline_maximum_motion_index","IMPC_FEA_018_001"
"2288",51563,"Cue Tone Freeze Count","cue_tone_freeze_count","IMPC_FEA_019_001"
"2289",51564,"Cue Tone Freezing Time","cue_tone_freezing_time","IMPC_FEA_020_001"
"2290",51565,"Cue Tone % Freezing Time","cue_tone_freezing_time","IMPC_FEA_021_001"
"2291",51566,"Cue Tone Average Motion Index","cue_tone_average_motion_index","IMPC_FEA_022_001"
"2292",51567,"Cue Tone Minimum Motion Index","cue_tone_minimum_motion_index","IMPC_FEA_023_001"
"2293",51568,"Cue Tone Maximum Motion Index","cue_tone_maximum_motion_index","IMPC_FEA_024_001"
"2294",51569,"Conditioning: Date and time","conditioning_date_and_time","IMPC_FEA_025_001"
"2295",51570,"Conditioning: Room acclimation time","conditioning_room_acclimation_time","IMPC_FEA_026_001"
"2296",51571,"Conditioning: White house light level in arena","conditioning_white_house_light_level_in_arena","IMPC_FEA_027_001"
"2297",51572,"Conditioning: Olfactory cue","conditioning_olfactory_cue","IMPC_FEA_028_001"
"2298",51573,"Conditioning: Mouse arena shape","conditioning_mouse_arena_shape","IMPC_FEA_029_001"
"2299",51574,"Conditioning: Mouse arena dimension","conditioning_mouse_arena_dimension","IMPC_FEA_030_001"
"2300",51575,"Conditioning: Mouse arena colour","conditioning_mouse_arena_colour","IMPC_FEA_031_001"
"2301",51576,"Conditioning: Mouse arena floor","conditioning_mouse_arena_floor","IMPC_FEA_032_001"
"2302",51577,"Conditioning: Length of time baseline","conditioning_length_of_time_baseline","IMPC_FEA_033_001"
"2303",51578,"Conditioning: Tone stimulus intensity ( dB; conditioned stimulus)","conditioning_tone_stimulus_intensity_db_conditioned_stimulus","IMPC_FEA_034_001"
"2304",51579,"Conditioning: Tone stimulus frequency (Hz; conditioned stimulus)","conditioning_tone_stimulus_frequency_hz_conditioned_stimulus","IMPC_FEA_035_001"
"2305",51580,"Conditioning: Length of time tone stimulus","conditioning_length_of_time_tone_stimulus","IMPC_FEA_036_001"
"2306",51581,"Conditioning: Shock stimulus intensity (unconditioned stimulus)","conditioning_shock_stimulus_intensity_unconditioned_stimulus","IMPC_FEA_037_001"
"2307",51582,"Conditioning: Length of time shock stimulus","conditioning_length_of_time_shock_stimulus","IMPC_FEA_038_001"
"2308",51583,"Conditioning: Length of time no stimulus","conditioning_length_of_time_no_stimulus","IMPC_FEA_039_001"
"2309",51584,"Conditioning: Total time","conditioning_total_time","IMPC_FEA_040_001"
"2310",51585,"Context: Date and time","context_date_and_time","IMPC_FEA_041_001"
"2311",51586,"Context: Room acclimation time","context_room_acclimation_time","IMPC_FEA_042_001"
"2312",51587,"Context: White house light level in arena","context_white_house_light_level_in_arena","IMPC_FEA_043_001"
"2313",51588,"Context: Olfactory cue","context_olfactory_cue","IMPC_FEA_044_001"
"2314",51589,"Context: Mouse arena shape","context_mouse_arena_shape","IMPC_FEA_045_001"
"2315",51590,"Context: Mouse arena dimension","context_mouse_arena_dimension","IMPC_FEA_046_001"
"2316",51591,"Context: Mouse arena colour","context_mouse_arena_colour","IMPC_FEA_047_001"
"2317",51592,"Context: Mouse arena floor","context_mouse_arena_floor","IMPC_FEA_048_001"
"2318",51593,"Context: Total time","context_total_time","IMPC_FEA_049_001"
"2319",51594,"Cue: Date and time","cue_date_and_time","IMPC_FEA_050_001"
"2320",51595,"Cue: White house light level in arena","cue_white_house_light_level_in_arena","IMPC_FEA_051_001"
"2321",51596,"Cue: Olfactory cue","cue_olfactory_cue","IMPC_FEA_052_001"
"2322",51597,"Cue: Mouse arena shape","cue_mouse_arena_shape","IMPC_FEA_053_001"
"2323",51598,"Cue: Mouse arena dimension","cue_mouse_arena_dimension","IMPC_FEA_054_001"
"2324",51599,"Cue: Mouse arena colour","cue_mouse_arena_colour","IMPC_FEA_055_001"
"2325",51600,"Cue: Mouse arena floor","cue_mouse_arena_floor","IMPC_FEA_056_001"
"2326",51601,"Cue: Length of time baseline","cue_length_of_time_baseline","IMPC_FEA_057_001"
"2327",51602,"Cue: Tone stimulus intensity  (conditioned stimulus)","cue_tone_stimulus_intensity_conditioned_stimulus","IMPC_FEA_058_001"
"2328",51603,"Cue: Tone stimulus frequency (Hz; conditioned stimulus)","cue_tone_stimulus_frequency_hz_conditioned_stimulus","IMPC_FEA_059_001"
"2329",51604,"Cue: tone response measurement time",NA,"IMPC_FEA_060_001"
"2330",51605,"Cue: Length of time no stimulus","cue_length_of_time_no_stimulus","IMPC_FEA_061_001"
"2331",51606,"Cue: Total time","cue_total_time","IMPC_FEA_062_001"
"2332",51607,"Mouse arenaID","mouse_arenaid","IMPC_FEA_063_001"
"2333",51608,"Equipment ID","equipment_id","IMPC_FEA_064_001"
"2334",51609,"Equipment Manufacturer","equipment_manufacturer","IMPC_FEA_065_001"
"2335",51610,"Equipment Model","equipment_model","IMPC_FEA_066_001"
"2336",51611,"Tracking Method","tracking_method","IMPC_FEA_067_001"
"2337",51612,"Software","software","IMPC_FEA_068_001"
"2338",51613,"Sound generator manufacturer","sound_generator_manufacturer","IMPC_FEA_069_001"
"2339",51614,"Sound generator model","sound_generator_model","IMPC_FEA_070_001"
"2340",51615,"Sound-proof box dimension","sound_proof_box_dimension","IMPC_FEA_071_001"
"2341",51616,"Experimenter ID","experimenter_id","IMPC_FEA_072_001"
"2342",51617,"Experimenter ID  day 2","experimenter_id_day_2","IMPC_FEA_073_001"
"2343",51618,"Experimenter ID day 2 cue","experimenter_id_day_2_cue","IMPC_FEA_074_001"
"2344",51619,"Date equipment last calibrated (shock)","date_equipment_last_calibrated_shock","IMPC_FEA_075_001"
"2345",51620,"Date equipment last calibrated (tone)","date_equipment_last_calibrated_tone","IMPC_FEA_076_001"
"2346",51621,"Freeze definition","freeze_definition","IMPC_FEA_077_001"
"2347",51622,"Conditioning: Near infra red light  arena","conditioning_near_infra_red_light_arena","IMPC_FEA_078_001"
"2348",51623,"Context: Near infra red light  arena","context_near_infra_red_light_arena","IMPC_FEA_079_001"
"2349",51624,"Cue: Near infra red light  arena","cue_near_infra_red_light_arena","IMPC_FEA_080_001"
"2350",51625,"Conditioning: Start time of baseline","conditioning_start_time_of_baseline","IMPC_FEA_081_001"
"2351",51626,"Conditioning: Start time of each tone stimulus","conditioning_start_time_of_each_tone_stimulus","IMPC_FEA_082_001"
"2352",51627,"Conditioning: Start time of each shock stimulus","conditioning_start_time_of_each_shock_stimulus","IMPC_FEA_083_001"
"2353",51628,"Conditioning: Start time of no stimulus","conditioning_start_time_of_no_stimulus","IMPC_FEA_084_001"
"2354",51629,"Cue: Start time of baseline","cue_start_time_of_baseline","IMPC_FEA_085_001"
"2355",51630,"Cue: Start time of each tone stimulus","cue_start_time_of_each_tone_stimulus","IMPC_FEA_086_001"
"2356",51631,"Cue: Start time of no stimulus","cue_start_time_of_no_stimulus","IMPC_FEA_087_001"
"2357",51632,"Cue: arena rotation","cue_arena_rotation","IMPC_FEA_088_001"
"2358",51633,"Conditioning Tone Freeze Count","conditioning_tone_freeze_count","IMPC_FEA_089_001"
"2359",51634,"Conditioning Tone Freezing Time","conditioning_tone_freezing_time","IMPC_FEA_090_001"
"2360",51635,"Conditioning Tone % Freezing Time","conditioning_tone_freezing_time","IMPC_FEA_091_001"
"2361",51636,"Conditioning Tone Average Motion Index","conditioning_tone_average_motion_index","IMPC_FEA_092_001"
"2362",51637,"Conditioning Tone Minimum Motion Index","conditioning_tone_minimum_motion_index","IMPC_FEA_093_001"
"2363",51638,"Conditioning Tone Maximum Motion Index","conditioning_tone_maximum_motion_index","IMPC_FEA_094_001"
"2364",51639,"Conditioning Shock Average Motion Index","conditioning_shock_average_motion_index","IMPC_FEA_095_001"
"2365",51640,"Conditioning Shock Minimum Motion Index","conditioning_shock_minimum_motion_index","IMPC_FEA_096_001"
"2366",51641,"Conditioning Shock Maximum Motion Index","conditioning_shock_maximum_motion_index","IMPC_FEA_097_001"
"2367",51642,"Conditioning Post-shock Freeze Count","conditioning_post_shock_freeze_count","IMPC_FEA_098_001"
"2368",51643,"Conditioning Post-shock Freezing Time","conditioning_post_shock_freezing_time","IMPC_FEA_099_001"
"2369",51644,"Conditioning Post-shock % Freezing Time","conditioning_post_shock_freezing_time","IMPC_FEA_100_001"
"2370",51645,"Conditioning Post-shock Average Motion Index","conditioning_post_shock_average_motion_index","IMPC_FEA_101_001"
"2371",51646,"Conditioning Post-shock Minimum Motion Index","conditioning_post_shock_minimum_motion_index","IMPC_FEA_102_001"
"2372",51647,"Conditioning Post-shock Maximum Motion Index","conditioning_post_shock_maximum_motion_index","IMPC_FEA_103_001"
"2373",51648,"Freeze definition (minimum motion index)","freeze_definition_minimum_motion_index","IMPC_FEA_104_001"
"2374",67026,"Difference in Context and Conditioning Baseline % Freezing",NA,"IMPC_FEA_105_001"
"2375",67033,"Difference in Cue Tone and Cue Baseline % Freezing",NA,"IMPC_FEA_106_001"
"2376",67034,"Difference in Conditioning Post-shock and Conditioning Baseline % Freezing",NA,"IMPC_FEA_107_001"
"2377",85373,"Cue: Length of time tone stimulus",NA,"IMPC_FEA_108_001"
"2378",40345,"Placenta Development","placenta_development","IMPC_GPO_001_001"
"2379",40346,"Placenta Morphology","placenta_morphology","IMPC_GPO_002_001"
"2380",40347,"Placenta Vasculature","placenta_vasculature","IMPC_GPO_003_001"
"2381",40348,"Placenta Size","placenta_size","IMPC_GPO_004_001"
"2382",40349,"Umbilical cord morphology","umbilical_cord_morphology","IMPC_GPO_005_001"
"2383",40350,"Comment on image","comment_on_image","IMPC_GPO_006_001"
"2384",40351,"Images","images","IMPC_GPO_007_001"
"2385",40352,"Experimenter ID","experimenter_id","IMPC_GPO_008_001"
"2386",40353,"Equipment ID","equipment_id","IMPC_GPO_009_001"
"2387",40354,"Equipment Manufacturer","equipment_manufacturer","IMPC_GPO_010_001"
"2388",40355,"Equipment Model","equipment_model","IMPC_GPO_011_001"
"2389",40356,"Fixative","fixative","IMPC_GPO_012_001"
"2390",40357,"Time of Dissection","time_of_dissection","IMPC_GPO_013_001"
"2391",40358,"Somite Stage","somite_stage","IMPC_GPO_014_001"
"2392",40359,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GPO_015_001"
"2393",40360,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GPO_016_001"
"2394",40361,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GPO_017_001"
"2395",40362,"Pale placenta",NA,"IMPC_GPO_018_001"
"2396",30936,"Body weight before experiment","body_weight_before_experiment","IMPC_CAL_001_001"
"2397",30937,"Body weight after experiment","body_weight_after_experiment","IMPC_CAL_002_001"
"2398",30938,"Oxygen consumption","oxygen_consumption","IMPC_CAL_003_001"
"2399",30939,"Carbon dioxide production","carbon_dioxide_production","IMPC_CAL_004_001"
"2400",30940,"Heat production (metabolic rate)","heat_production_metabolic_rate_","IMPC_CAL_005_001"
"2401",30941,"Ambulatory activity  (no. of beam cuts)","ambulatory_activity_no_of_beam_cuts_","IMPC_CAL_006_001"
"2402",30942,"Total activity  (no. of fine movement + no. of beam cuts)","total_activity_no_of_fine_movement_no_of_beam_cuts_","IMPC_CAL_007_001"
"2403",30943,"Total food intake","total_food_intake","IMPC_CAL_008_001"
"2404",30944,"Cumulative food intake","cumulative_food_intake","IMPC_CAL_009_001"
"2405",30945,"Acclimation to respirometry cages","acclimation_to_respirometry_cages","IMPC_CAL_012_001"
"2406",30946,"Duration of test","duration_of_test","IMPC_CAL_013_001"
"2407",30947,"Equipment ID","equipment_name","IMPC_CAL_014_001"
"2408",30948,"Equipment manufacturer","equipment_manufacturer","IMPC_CAL_015_001"
"2409",30949,"Equipment model","equipment","IMPC_CAL_016_001"
"2410",30950,"Respiratory Exchange Ratio","respiratory_exchange_ratio","IMPC_CAL_017_001"
"2411",30951,"Experimenter ID",NA,"IMPC_CAL_018_001"
"2412",30952,"Date equipment last calibrated",NA,"IMPC_CAL_019_001"
"2413",30953,"Total water intake",NA,"IMPC_CAL_021_001"
"2414",30954,"Cumulative water intake",NA,"IMPC_CAL_022_001"
"2415",30955,"Room temperature max",NA,"IMPC_CAL_023_001"
"2416",30956,"Room temperature min",NA,"IMPC_CAL_024_001"
"2417",30957,"Chamber temperature min",NA,"IMPC_CAL_025_001"
"2418",30958,"Chamber temperature max",NA,"IMPC_CAL_026_001"
"2419",30959,"Time of dark cycle start","The starting time of the dark cycle. E.g. 7 p.m.","IMPC_CAL_010_002"
"2420",30960,"Time of dark cycle end","The ending time of the dark cycle. E.g. 7 a.m.","IMPC_CAL_020_002"
"2421",30961,"Outer dimension of cage","(L cm) x  (W cm) x  (H cm)","IMPC_CAL_027_001"
"2422",30962,"Inner dimension of cage","(L cm) x  (W cm) x  (H cm)","IMPC_CAL_028_001"
"2423",30963,"Height from platform to lid assembly",NA,"IMPC_CAL_029_001"
"2424",30964,"Available space for mouse","(L cm) x  (W cm) x  (H cm)","IMPC_CAL_030_001"
"2425",30965,"Infrared beam setting on X axis","Orizontal activity: locomotion N beams with L cm spacing H cm above platform","IMPC_CAL_031_001"
"2426",30966,"Infrared beam setting on Y axis","Orizontal activity: locomotion N beams with L cm spacing H cm above platform","IMPC_CAL_032_001"
"2427",30967,"Infrared beam setting on Z axis","Vertical activity: rearing/jumping N beams with L cm spacing H cm above platform.","IMPC_CAL_033_001"
"2428",30968,"Beam strip placement on exterior of chamber",NA,"IMPC_CAL_034_001"
"2429",30969,"Lightbeam wavelength",NA,"IMPC_CAL_035_001"
"2430",30970,"Scanning rate",NA,"IMPC_CAL_036_001"
"2431",30971,"Refractory period",NA,"IMPC_CAL_037_001"
"2432",30972,"Presence of bedding into the cage",NA,"IMPC_CAL_038_001"
"2433",30973,"Igloo in cage",NA,"IMPC_CAL_039_001"
"2434",30974,"Calibration method",NA,"IMPC_CAL_040_001"
"2435",30975,"Acclimation period",NA,"IMPC_CAL_041_001"
"2436",75512,"Adrenal gland - Descriptor PATO",NA,"IMPC_HIS_107_001"
"2437",75513,"Adrenal gland - MA term",NA,"IMPC_HIS_350_001"
"2438",75514,"Adrenal gland - MPATH pathological entity term",NA,"IMPC_HIS_103_002"
"2439",75515,"Adrenal gland - MPATH pathological process term",NA,"IMPC_HIS_105_002"
"2440",75516,"Bone - Descriptor PATO",NA,"IMPC_HIS_346_001"
"2441",75517,"Bone - MA term",NA,"IMPC_HIS_351_001"
"2442",75518,"Bone - MPATH pathological entity term",NA,"IMPC_HIS_342_002"
"2443",75519,"Bone - MPATH pathological process term",NA,"IMPC_HIS_344_002"
"2444",75520,"Bone marrow - Descriptor PATO",NA,"IMPC_HIS_234_001"
"2445",75521,"Bone marrow - MA term",NA,"IMPC_HIS_352_001"
"2446",75522,"Bone marrow - MPATH pathological entity term",NA,"IMPC_HIS_230_002"
"2447",75523,"Bone marrow - MPATH pathological process term",NA,"IMPC_HIS_232_002"
"2448",75524,"Brain - Descriptor PATO",NA,"IMPC_HIS_005_001"
"2449",75525,"Brain - MA term",NA,"IMPC_HIS_353_001"
"2450",75526,"Brain - MPATH pathological entity term",NA,"IMPC_HIS_001_002"
"2451",75527,"Brain - MPATH pathological process term",NA,"IMPC_HIS_003_002"
"2452",75528,"Brown adipose tissue - Descriptor PATO",NA,"IMPC_HIS_241_001"
"2453",75529,"Brown adipose tissue - MA term",NA,"IMPC_HIS_354_001"
"2454",75530,"Brown adipose tissue - MPATH pathological entity term",NA,"IMPC_HIS_237_002"
"2455",75531,"Brown adipose tissue - MPATH pathological process term",NA,"IMPC_HIS_239_002"
"2456",75532,"Ear - Descriptor PATO",NA,"IMPC_HIS_276_001"
"2457",75533,"Ear - MA term",NA,"IMPC_HIS_355_001"
"2458",75534,"Ear - MPATH pathological entity term",NA,"IMPC_HIS_272_002"
"2459",75535,"Ear - MPATH pathological process term",NA,"IMPC_HIS_274_002"
"2460",75536,"Epididymis - Descriptor PATO",NA,"IMPC_HIS_149_001"
"2461",75537,"Epididymis - MA term",NA,"IMPC_HIS_356_001"
"2462",75538,"Epididymis - MPATH pathological entity term",NA,"IMPC_HIS_145_002"
"2463",75539,"Epididymis - MPATH pathological process term",NA,"IMPC_HIS_147_002"
"2464",75540,"Esophagus - Descriptor PATO",NA,"IMPC_HIS_047_001"
"2465",75541,"Esophagus - MA term",NA,"IMPC_HIS_357_001"
"2466",75542,"Esophagus - MPATH pathological entity term",NA,"IMPC_HIS_043_002"
"2467",75543,"Esophagus - MPATH pathological process term",NA,"IMPC_HIS_045_002"
"2468",75544,"Eye - Descriptor PATO",NA,"IMPC_HIS_011_001"
"2469",75545,"Eye - MA term",NA,"IMPC_HIS_358_001"
"2470",75546,"Eye - MPATH pathological entity term",NA,"IMPC_HIS_007_002"
"2471",75547,"Eye - MPATH pathological process term",NA,"IMPC_HIS_009_002"
"2472",75548,"Femur - Descriptor PATO",NA,"IMPC_HIS_227_001"
"2473",75549,"Femur - MA term",NA,"IMPC_HIS_359_001"
"2474",75550,"Femur - MPATH pathological entity term",NA,"IMPC_HIS_223_002"
"2475",75551,"Femur - MPATH pathological process term",NA,"IMPC_HIS_225_002"
"2476",75552,"Gall bladder - Descriptor PATO",NA,"IMPC_HIS_065_001"
"2477",75553,"Gall bladder - MA term",NA,"IMPC_HIS_360_001"
"2478",75554,"Gall bladder - MPATH pathological entity term",NA,"IMPC_HIS_061_002"
"2479",75555,"Gall bladder - MPATH pathological process term",NA,"IMPC_HIS_063_002"
"2480",75556,"Heart - Descriptor PATO",NA,"IMPC_HIS_035_001"
"2481",75557,"Heart - MA term",NA,"IMPC_HIS_361_001"
"2482",75558,"Heart - MPATH pathological entity term",NA,"IMPC_HIS_031_002"
"2483",75559,"Heart - MPATH pathological process term",NA,"IMPC_HIS_033_002"
"2484",75560,"Kidney - Descriptor PATO",NA,"IMPC_HIS_101_001"
"2485",75561,"Kidney - MA term",NA,"IMPC_HIS_362_001"
