"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id","check_result"
"MGI:1920978","Psd","C57BL","Early adult","IMPC_ABR_004_001",0.3100258,"6kHz-evoked ABR Threshold","789s31h9a8z2a4d",""
"MGI:1934754","Kars1","C57BL","Early adult","M-G-P_008_001_012",0.1052454,"Tail elevation","78a04gedyal05l7",""
"MGI:87994","Aldoa","C57BL","early adult","JAXLA_CSD_007_001",0.5471158,"Coat - color - abdomen","78c4zgie2a892m9","mouse_life_stage invalid value"
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_OFD_021_001",0.08459935,"Number of rears - total","78cr8e28akwq8p7",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_HEM_037_001",0.2311627,"Basophil cell count","78d2njp92081z35",""
"MGI:1298397","Sncg","C57BL","Late adult","IMPC_CSD_005_001",0.927201,"Coat - color - back","78d820jd132f257",""
"MGI:87994","Aldoa","C57BL","E12.5","IMPC_CSD_041_002",0.2456715,"Hindpaw - size","78f91dolp4w17vz",""
"MGI:1920136","Yju2","C57BL","Early adult","KMPCLA_OFD_020_001",0.8271352,"Distance travelled - total","78fa78q0u8495hq",""
"MGI:1920136","Yju2","C57BL","e9.5","IMPC_LDT_008_001",0.07263898,"Percent time in light","78fg5z377cyqx79","mouse_life_stage invalid value"
"MGI:108404","Apbb3","C57BL","Early adult","JAX_URI_004_001",0.7009321,"Magnesium","78fp9t14hfe979h",""
"MGI:1914228","Luc7l","C57BL","Late adult","IMPC_EYE_069_001",0.8838879,"Left inner nuclear layer","78fs4u36fc2ya43",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","IMPC_CBC_021_001",0.4330055,"Lipase","78ftrw5y4m354o3",""
"MGI:1341851","Msl3","C57BL","Early adult","JAX_LDT_009_001",0.648817,"Percent time in light","78g3d621k9q6869",""
"MGI:1914805","Mgat4d","C57BL","Early adult","IMPC_OFD_017_001",0.9275999,"Center average speed","78g9sn408pea28r",""
"MGI:1918673","Epg5","C57BL","Early adult","JAX_OFD_009_001",0.8431982,"Whole arena average speed","78hpeu228jl064c",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_ACS_035_001",0.4114712,"% Pre-pulse inhibition - PPI3","78i3d78d9ryhkf0",""
"MGI:3609246","Lingo3","C57BL","Early adult","IMPC_EYE_083_001",0.4943937,"Vitreous","78i40c5h6w8gc5h",""
"MGI:2682639","Ddx31","C57BL","E12.5","JAX_LDT_003_001",0.1936332,"Time mobile light side","78i546j3q6c79e9",""
"MGI:2148801","Afg1l","C57BL","Late adult","IMPC_EYE_067_001",0.9201321,"Left anterior chamber depth","78itxpr8048t24z",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_GEL_011_001",0.7014145,"Embryo turning","78iwbq0l7r50cj3",""
"MGI:2384902","Rnpep","C57BL","Early adult","JAX_LDT_008_001",0.4511456,"Percent time in dark","78j6kvi4vs1aq25",""
"MGI:107277","Fyco1","C57BL","Early adult","KMPCLA_OFD_020_001",0.4959298,"Distance travelled - total","78jv09kg51y2q5x",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_EYE_024_001",0.8222318,"Retinal Blood Vessels","78k26712b09tf5a",""
"MGI:1929743","Asb2","C57BL","E12.5","CCP_XRY_031_001",0.7272842,"Digit integrity","78ka571y93891ki",""
"MGI:2442144","Taf5","C57BL","E9.5","jax_ldt_005_001",0.318225,"Time mobile dark side","78kg6e1x10j4mzk",""
"MGI:1918673","Epg5","C57BL","Early adult","IMPC_OFD_010_001",2.232082e-25,"Periphery distance travelled","78le5or13887298",""
"MGI:1920136","Yju2","C57BL","E9.5","HRWLLA_CSD_036_001",0.8080199,"Startle response","78lo4d3fm4wys6f",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","IMPC_OFD_010_001",0.7136864,"Periphery distance travelled","78mkxl76a4g94mb",""
"MGI:1916823","Hilpda","C57BL","Early adult","IMPC_CSD_005_001",0.7896916,"Coat - color - back","78n1275872085i7",""
"MGI:96080","Mst1","C57BL","Early adult","IMPC_DXA_008_001",0.3056117,"Lean/Body weight","78o9725gp36lxeu",""
"MGI:96654","Kcna1","C57BL","Early adult","ESLIM_011_001_009",0.8513891,"PP3 + pulse startle magnitude","78obn66a6qkb56t",""
"MGI:1919669","Fam72a","C57BL","Early adult","IMPC_GEL_017_002",0.5259621,"Pale yolk sac","78pt5286r7xqtzu",""
"MGI:1914805","Mgat4d","C57BL","Early adult","ESLIM_011_001_010",0.1478174,"PP4 + pulse startle magnitude","78qdt49n92q3al1",""
"MGI:97616","Plcg2","C3H","Early adult","JAX_LDT_005_001",0.6788529,"Time mobile dark side","78qgc746oz2l30i",""
"MGI:3710243","Myh7b","C57BL","Early adult","IMPC_OWT_004_001",0.4232694,"Right kidney weight","78qjf3rxu084h71",""
"MGI:1889272","Cadm1","C57BL","Early adult","IMPC_ABR_006_001",0.8069233,"12kHz-evoked ABR Threshold","78r0m97766fc77q",""
"MGI:2442144","Taf5","C57BL","Early adult","KMPCLA_CSD_005_001",0.0835689,"Coat - color - back","78r11sqr46ba9m5",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_CSD_028_001",0.9738052,"Snout size","78rk4u69232108m",""
"MGI:1914737","Dhx40","C57BL","Early adult","ESLIM_011_001_010",0.6259563,"PP4 + pulse startle magnitude","78t8srf9ae311dp",""
"MGI:1915152","Sumf2","C57BL","Early adult","ESLIM_018_001_006",0.1307316,"Mature B cells IgD+ percentage","78u4e16jn1895qz",""
"MGI:1916286","Zg16","C57BL","Early adult","IMPC_GEO_069_001",0.6141987,"Delayed embryonic development","78uaqu7177036qk",""
"MGI:3609246","Lingo3","C57BL","Early adult","JAX_OFD_009_001",0.8583984,"Whole arena average speed","78v6h40om803175",""
"MGI:2684953","Dnah7b","C57BL","Early adult","IMPC_HEM_032_001",0.4783402,"Lymphocyte cell count","78w10r1k266o15u",""
"MGI:1197515","Irx1","C57BL","E12.5","ESLIM_015_001_017",0.2249594,"Total cholesterol","78w3tawta5m8al6",""
"MGI:1914737","Dhx40","C57BL","Early adult","ESLIM_015_001_017",0.6277333,"Total cholesterol","78x8b68jm7544h1",""
"MGI:2442144","Taf5","C57BL","Early adult","M-G-P_013_001_008",0.715225,"Right Retina Pigmentation","78yf41070135a8y",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_HEM_036_001",0.3057773,"Eosinophil cell count","78ykp2t448zj10k",""
"MGI:105077","Hsd17b1","C57BL","Early adult","IMPC_CSD_078_001",0.3766264,"Vocalization","78z07y0g672n39q",""
"MGI:107277","Fyco1","C57BL","Early adult","IMPC_ECH_010_001",0.4694739,"LVAWs","79075pxl10njy6h",""
"MGI:1934754","Kars1","C57BL","E12.5","JAX_PLC_005_001",0.9999823,"Free fatty acids","790854623qy6001",""
"MGI:1925868","Acap2","C57BL","Early adult","JAX_SLW_008_001",1.02319,"Light sleep bout lengths standard deviation","790w29i06wz1q6q","pvalue out of range 0-1"
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_DXA_008_001",0.8027571,"Lean/Body weight","791645b383d2vf2",""
"MGI:1197515","Irx1","C57BL","E18.5","IMPC_GEO_047_002",0.4112816,"Microphthalmia","7918q470qjx6m01",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_DXA_004_001",0.7358362,"Bone Mineral Density (excluding skull)","791n37y63109h7l",""
"MGI:107416","Supt4a","C57BL","E9.5","JAXLA_CSD_078_001",0.8555423,"Vocalization","79204h8b5irq80p",""
"MGI:95751","Glrb","C57BL","Early adult","IMPC_ECH_012_001",0.1578655,"LVPWs","79229ysuvdu9icp",""
"MGI:1914805","Mgat4d","C57BL","Early adult","JAX_LDT_005_001",0.3025067,"Time mobile dark side","792u583392132iy",""
"MGI:1923411","Lamp5","C57BL","Early adult","IMPC_LDT_007_001",0.2455547,"Percent time in dark","792zn58f0s3mjpp",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_HEM_033_001",0.7150201,"Monocyte differential count","793294e6w3vyc20",""
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_HEM_027_001",0.3288087,"Red blood cell distribution width","793igvwpv2sn05z",""
"MGI:95791","Got1","C57BL","Early adult","IMPC_CBC_014_001",0.242733,"Alkaline phosphatase","793ya1464yf2h3j",""
"MGI:1919066","Rnf180","C57BL","Early adult","IMPC_EYE_083_001",0.1144818,"Vitreous","794553s7wq4hw53",""
"MGI:1922806","Cfap161","C57BL","Early adult","IMPC_GEO_047_002",0.577457,"Microphthalmia","7949h5h4s4x6s85",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_CBC_021_001",0.5865815,"Lipase","794pb67t80594ty",""
"MGI:2137354","Trim9","C57BL","Early adult","KMPCLA_OFD_009_001",0.6170608,"Whole arena average speed","794wii36xifx69h",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_OFD_019_001",0.6489451,"Number of center entries","795123lqebtjrs1",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","IMPC_EYE_066_001",0.6463034,"Left corneal thickness","7957a9khgaa785l",""
"MGI:2443778","Cfap69","C57BL","Early adult","IMPC_CSD_037_001",0.9526054,"Unexpected behaviors","7957e1607ea8408",""
"MGI:1889272","Cadm1","C57BL","Early adult","JAX_SLW_006_001",0.2632609,"Sleep bout lengths standard deviation","795hr0e80he8d76",""
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_OFD_016_001",0.3932948,"Center permanence time","79623k8150684rf",""
"MGI:1918673","Epg5","C57BL","Early adult","IMPC_CBC_009_001",0.8140789,"Calcium","7967ct2xxn44814",""
"MGI:2442707","Tmem72","C57BL","Early adult","ESLIM_016_001_006",0.2348969,"Mean corpuscular haemoglobin","796ik4don07by0m",""
"MGI:1277178","Fam91a1","C57BL","E18.5","ESLIM_018_001_006",0.8099764,"Mature B cells IgD+ percentage","796ppdgqkv6454m",""
"MGI:95791","Got1","C57BL","Early adult","CCP_XRY_063_001",0.2826734,"Cervical processes","796px1n72169615",""
"MGI:95751","Glrb","C57BL","Early adult","IMPC_IPG_011_001",0.291574,"Initial response to glucose challenge","796wy0j3i178b5f",""
"mgi:1914391","Fbxo5","C57BL","Early adult","IMPC_HEM_039_001",0.2902977,"Large Unstained Cell (LUC) count","796x39xs7918vtu",""
"MGI:1889272","Cadm1","129SV","Early adult","KMPCLA_CBC_004_001",0.7427644,"Urea (Blood Urea Nitrogen - BUN)","79716fa86vl8puh",""
"MGI:3650333","Krtap9-5","C57BL","Early adult","IMPC_LDT_007_001",0.2888868,"Percent time in dark","797cyrul0mcg54p",""
"mgi:1298224","Pip5k1c","C57BL","E12.5","IMPC_CBC_003_001",0.05915154,"Chloride","797j352y073zo9b",""
"MGI:99554","Lgals3bp","C57BL","Early adult","IMPC_ECH_009_001",0.4751873,"LVPWd","797r02x2fs058tt",""
"MGI:1915152","Sumf2","C57BL","Early adult","IMPC_HEM_032_001",0.8569984,"Lymphocyte cell count","798070596xaa6l8",""
"MGI:1277178","Fam91a1","C57BL","Early adult","IMPC_CSD_010_001",0.9858148,"Coat - color pattern - abdomen","7986j47wu98ik8g",""
"MGI:87994","Aldoa","C57BL","E12.5","JAX_LDT_005_001",0.07755587,"Time mobile dark side","798812348m4r290",""
"MGI:1341157","Sox30","C57BL","Early adult","IMPC_CBC_006_001",1.262223,"Total protein","798cu09hoy3t718","pvalue out of range 0-1"
"MGI:1919221","Zswim1","C57BL","Early adult","KMPCLA_CSD_008_001",0.1327709,"Coat - color pattern - back","798nzi45madmp17",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","ESLIM_018_001_006",0.6456888,"Mature B cells IgD+ percentage","798q343h7xgvqf7",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_OFD_012_001",0.5813442,"Periphery permanence time","798qr0ctvv7203i",""
"MGI:1914738","Calcoco1","C57BL","Early adult","IMPC_HEM_007_001",0.5547788,"Mean cell hemoglobin concentration","798svn9t8duxe36",""
"MGI:108404","Apbb3","C57BL","early adult","IMPC_EYE_017_001",0.4232343,"Lens Opacity","79914o99z820kvl","mouse_life_stage invalid value"
"MGI:1918673","Epg5","C57BL","Early adult","impc_gel_032_001",0.2756991,"Embryo Size","79921w937jh7l25",""
"MGI:1889272","Cadm1","C57BL","Early adult","IMPC_CBC_013_001",0.6472765,"Alanine aminotransferase","799243tbj112n6v",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","IMPC_EYE_024_001",0.3387577,"Retinal Blood Vessels","7993868r353mej8",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_OFD_021_001",0.2039191,"Number of rears - total","7995u5k7vot6m29",""
"MGI:1915152","Sumf2","C57BL","Early adult","ESLIM_007_001_008",0.2476989,"Periphery permanence time","799pt5m7s38bo93",""
"MGI:2442707","Tmem72","C57BL","Middle aged adult","ESLIM_007_001_006",0.5870826,"Periphery distance travelled","799q591dp78z9n6",""
"MGI:1298397","Sncg","C57BL","Late adult","M-G-P_013_001_004",0.6914475,"Left Retina Pigmentation","79a0xubt1f69b13",""
"MGI:1197515","Irx1","C57BL","E15.5","IMPC_IPG_011_001",0.9174454,"Initial response to glucose challenge","79a2u7i312684r0",""
"MGI:2384902","Rnpep","C57BL","Early adult","M-G-P_013_001_004",0.1819228,"Left Retina Pigmentation","79a91s1941pepzx",""
"MGI:1916286","Zg16","C57BL","Early adult","ESLIM_015_001_017",0.6062141,"Total cholesterol","79ab55k871g035m",""
"MGI:107448","Lyst","C57BL","Early adult","ESLIM_008_001_008",0.2218814,"Locomotor activity","79ai26kxh7ukr8u",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_OFD_019_001",0.2863588,"Number of center entries","79ay0e6i097q94t",""
"MGI:97601","Prkcq","C57BL","Early adult","JAX_SLW_008_001",1.158867,"Light sleep bout lengths standard deviation","79b419w662gv281","pvalue out of range 0-1"
"MGI:2148801","Afg1l","C57BL","Late adult","IMPC_EYE_010_001",0.9144118,"Iris/Pupil","79bjd61d30j1usz",""
"MGI:3645933","Tm4sf19","C57BL","Early adult","IMPC_ABR_012_001",1.391643,"30kHz-evoked ABR Threshold","79c09y145i1yz6h","pvalue out of range 0-1"
"MGI:1926154","Cfap20dc","C57BL","Early adult","M-G-P_008_001_012",0.5115368,"Tail elevation","79ckb2z5yv1asdw",""
"MGI:2443439","Itgbl1","C57BL","Early adult","IMPC_CSD_037_001",0.1887802,"Unexpected behaviors","79d46y0buta3o8q",""
"MGI:1918039","Kynu","C57BL","Late adult","IMPC_HEM_036_001",0.0684581,"Eosinophil cell count","79e0052d2h5f3wd",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_CBC_003_001",0.9480682,"Chloride","79e4w70frh729ht",""
"MGI:1915751","Nsmce2","C57BL","E9.5","JAX_OFD_021_001",0.6083371,"Number of rears - total","79f2d2t0hjd959i",""
"MGI:2148801","Afg1l","C57BL","Late adult","IMPC_ECH_009_001",0.4635545,"LVPWd","79ftvi1p970n361",""
"MGI:1934754","Kars1","C57BL","Early adult","IMPC_LDT_008_001",0.4524236,"Percent time in light","79fw06f05ct2809",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_ABR_008_001",0.7100244,"18kHz-evoked ABR Threshold","79g1e30a28idn8h",""
"MGI:3650333","Krtap9-5","C57BL","Early adult","IMPC_EYE_026_001",0.3872697,"Retinal Blood Vessels Pattern","79g6p11uw44r0wu",""
"MGI:1197515","Irx1","C57BL","Early adult","ESLIM_008_001_008",0.8762695,"Locomotor activity","79h320h11f793vf",""
"MGI:1926950","Zfp236","C57BL","E9.5","JAX_ROT_002_001",0.6961212,"Average duration","79i2ct3757a4xan",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_OFD_014_001",0.809758,"Center distance travelled","79i7356vgo7t3a0",""
"MGI:1934754","Kars1","C57BL","E12.5","M-G-P_007_001_015",0.7478936,"Number of entries in the center","79jr3b75qq1dr11",""
"MGI:1920081","Dhx30","C57BL","Early adult","IMPC_EYE_069_001",0.2164892,"Left inner nuclear layer","79k38y3h2k85bf8",""
"MGI:1919066","Rnf180","C57BL","Early adult","KMPCIP_CSD_008_001",0.7583883,"Coat - color pattern - back","79lb25s28t47293",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","IMPC_CSD_078_001",0.7093228,"Vocalization","79m0i7c0tijh4y2",""
"MGI:2137354","Trim9","C57BL","Early adult","IMPC_CSD_037_001",0.6608142,"Unexpected behaviors","79m3h56d72cr4et",""
"MGI:2685483","Gsg1l","C57BL","Middle aged adult","IMPC_OFD_050_001",0.2782791,"Percentage center movement time","79m59p7zi92bien",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_CBC_021_001",0.8572472,"Lipase","79mlmgtqd88a0or",""
"MGI:1913483","Dmap1","C57BL","Early adult","IMPC_HEM_029_001",0.7432785,"Neutrophil differential count","79mw9sv26763w5c",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_CBC_018_001",0.8939674,"Glucose","79ner95i412d0q6",""
"MGI:103032","Scg3","C57BL","Early adult","IMPC_CSD_006_001",0.6377384,"Coat - color - head","79o3w94740y74yb",""
"MGI:1926950","Zfp236","C57BL","E9.5","M-G-P_013_001_004",0.8784624,"Left Retina Pigmentation","79of3xn47a78830",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_CBC_058_001",0.9115729,"Cholesterol ratio","79oiz6j5916349w",""
"mgi:96654","Kcna1","C57BL","Early adult","ESLIM_018_001_006",0.7879327,"Mature B cells IgD+ percentage","79p179bg5kkm6s0",""
"MGI:1916274","Snx15","C57BL","Early adult","CCP_XRY_063_001",0.9577883,"Cervical processes","79p802oj398fo02",""
"MGI:1914228","Luc7l","C57BL","Late adult","M-G-P_008_001_012",0.8493865,"Tail elevation","79pe6l2qln38469",""
"MGI:1889272","Cadm1","C57BL","Early adult","HRWLLA_EYE_092_001",0.7839907,"Retina (combined)","79pomjj01v89l1c",""
"MGI:107416","Supt4a","C57BL","E9.5","JAX_SLW_006_001",0.06752938,"Sleep bout lengths standard deviation","79qf178l7hb7ju5",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_ABR_002_001",0.4561015,"Click-evoked ABR threshold","79rioqs92mmecu3",""
"MGI:2150302","Ddhd1","C57BL","Early adult","ESLIM_008_001_001",0.3962035,"Body position","79rn145re70aje8",""
"MGI:1920136","Yju2","C57BL","Early adult","IMPC_ABR_012_001",0.09209828,"30kHz-evoked ABR Threshold","79s074j2bog8rqk",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_CBC_021_001",0.4224394,"Lipase","79s834455h8uy77",""
"MGI:1926950","Zfp236","C59BL","Early adult","M-G-P_007_001_015",0.6521141,"Number of entries in the center","79t646i7r167706","mouse_strain invalid value"
"MGI:1913857","Ms4a4d","C57BL","Early adult","ESLIM_007_001_006",0.4566164,"Periphery distance travelled","79tv2tnlirl568u",""
"MGI:95675","Gch1","C57BL","Early adult","IMPC_HEM_019_001",0.5994604,"Mean platelet volume","79u1zsq3s5ln23r",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_ABR_008_001",0.9802426,"18kHz-evoked ABR Threshold","79u83896tg30376",""
"MGI:1916286","Zg16","C57BL","Early adult","IMPC_CSD_077_001",0.4144095,"Contact righting","79uki7rp332b07u",""
"MGI:2141861","Ap2s1","C57BL","E12.5","IMPC_DXA_002_001",0.1019453,"Fat mass","79v8n6x4d99lt8q",""
"MGI:2685483","Gsg1l","C57BL","Middle aged adult","ESLIM_011_001_009",0.8022674,"PP3 + pulse startle magnitude","79vxow605dy2480",""
"MGI:2685787","Arhgef33","C57BL","Early adult","JAX_URI_004_001",0.4660061,"Magnesium","79w3u8483yzs725",""
"MGI:1914805","Mgat4d","C57BL","Early adult","IMPC_OFD_050_001",0.7715372,"Percentage center movement time","79w940a5x226ywn",""
"MGI:1341157","Sox30","C57BL","Early adult","ESLIM_015_001_018",0.2728777,"Triglyceride","79wg9n0oozcq964",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_CSD_029_001",0.7953516,"Activity (body position)","79x4n96i8gi4k65",""
"MGI:1858259","Tomm40","C57BL","Early adult","M-G-P_007_001_005",0.2569742,"Whole Arena - average Speed","79xh6ltkei1ga54",""
"MGI:1918968","Telo2","C57BL","E9.5","ESLIM_018_001_004",0.6820674,"CD25+ percentage of CD4+ T cells","79y3220bwq2gk33",""
"MGI:2148801","Afg1l","C57BL","Late adult","IMPC_CBC_007_001",0.2141309,"Albumin","79yw6ii3hv952za",""
"MGI:2682639","Ddx31","C57BL","e12.5","IMPC_HEM_032_001",0.471388,"Lymphocyte cell count","7a0d59m7b0953n8","mouse_life_stage invalid value"
"MGI:1921850","Mrpl47","C57BL","E12.5","ESLIM_015_001_018",1.362224,"Triglyceride","7a0q811xu4y1264","pvalue out of range 0-1"
"MGI:2442707","Tmem72","C57BL","Middle aged adult","IMPC_EYE_027_001",0.3154767,"Persistence of hyaloid vascular system","7a18m99q72r25d9",""
"MGI:1934754","Kars1","C57BL","E9.5","IMPC_ACS_034_001",0.2125913,"% Pre-pulse inhibition - PPI2","7a1na31bg309a10",""
"MGI:107448","Lyst","C57BL","Early adult","IMPC_ACS_006_001",0.3845327,"Response amplitude - S","7a20j68s75uvat3",""
"MGI:1926950","Zfp236","C57BL","E15.5","IMPC_CSD_030_001",0.5612425,"Tremor","7a2u8y8ryd39vba",""
"MGI:1919221","Zswim1","C57BL","Early adult","M-G-P_013_001_007",0.2379159,"Right Retina","7a347hitp5353u7",""
"MGI:1918673","Epg5","C57BL","Early adult","ESLIM_019_001_001",0.883471,"IgM","7a39u3o8331is05",""
"MGI:96654","Kcna1","C57BL","","M-G-P_013_001_004",0.9364029,"Left Retina Pigmentation","7a44ara3342pr32","mouse_life_stage length error; mouse_life_stage invalid value"
"MGI:1918968","Telo2","C57BL","E9.5","ESLIM_019_001_002",0.3823894,"IgG3","7a4a08zpe680c7q",""
"MGI:1914807","Larp6","C57BL","Early adult","ESLIM_007_001_003",0.3417661,"Whole arena resting time","7a53soe743204h6",""
"MGI:1914391","Fbxo5","C57BL","E9.5","IMPC_EYE_023_001",0.3654709,"Optic Disc","7a54y9065mpd10r",""
"MGI:97601","Prkcq","C57BL","Early adult","ESLIM_011_001_009",0.08720653,"PP3 + pulse startle magnitude","7a62s1th191znnp",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_EYE_007_001",0.2210337,"Cornea","7a708h69h19t2u1",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_EYE_024_001",0.7167343,"Retinal Blood Vessels","7a79792i444nnaw",""
"MGI:1920081","Dhx30","C57BL","Early adult","IMPC_LDT_006_001",0.315696,"Latency to first transition into dark","7a8yvsb4gd83f44",""
"MGI:2444024","Rinl","C57BL","Early adult","JAX_OFD_009_001",0.5563467,"Whole arena average speed","7a9qn5mn94e6523",""
"mgi:1918039","Kynu","C57BL","Early adult","IMPC_GEL_011_001",0.9207652,"Embryo turning","7aa179w9o85pg68",""
"MGI:1926950","Zfp236","C57BL","E9.5","IMPC_CSD_006_001",0.442557,"Coat - color - head","7aa4ywaxa1q423r",""
"MGI:2682639","Ddx31","C57BL","E12.5","JAX_LDT_008_001",0.6670129,"Percent time in dark","7ab82du128ifs08",""
"MGI:1918673","Epg5","C57BL","early adult","IMPC_ABR_002_001",0.8482336,"Click-evoked ABR threshold","7acp94697pth8em","mouse_life_stage invalid value"
"MGI:2443047","Ttll1","C57BL","Early adult","UCDIP_GRS_009_001",0.1020349,"Forelimb and hindlimb grip strength measurement mean","7ad2i72fl607h53",""
"MGI:1923275","Cant1","C57BL","Early adult","IMPC_ACS_037_001",0.7367768,"% Pre-pulse inhibition - Global","7ad7gs8s8r5n785",""
"MGI:95675","Gch1","C57BL","Early adult","eslim_019_001_002",0.5914539,"IgG3","7ag4kk1z1b2a25r",""
"MGI:1920136","YJU2","C57BL","Early adult","IMPC_CBC_006_001",0.9181986,"Total protein","7agfex072m8a28r",""
"MGI:108404","Apbb3","C57BL","Early adult","ESLIM_007_001_006",0.2352536,"Periphery distance travelled","7ajfh2p1po5rswk",""
"MGI:2685483","Gsg1l","C57BL","early adult","JAX_OFD_021_001",0.9346742,"Number of rears - total","7ak5s2f16y22679","mouse_life_stage invalid value"
"MGI:99554","Lgals3bp","C57BL","Early adult","IMPC_HEM_006_001",0.6009333,"Mean corpuscular hemoglobin","7al0r8mnd2te0w4",""
"MGI:2685787","Arhgef33","C57BL","Early adult","JAX_OFD_014_001",0.7069491,"Center distance travelled","7amy61oe35c52fd",""
"MGI:1923411","Lamp5","C57BL","Early adult","ESLIM_015_001_018",0.8399188,"Triglyceride","7anjw9u2lzpn2jz",""
"MGI:95751","Glrb","C57BL","E15.5","JAX_SLW_008_001",0.2134609,"Light sleep bout lengths standard deviation","7apfx8x5ujpnkb2",""
"MGI:1929743","Asb2","C57BL","E12.5","CCP_XRY_063_001",0.6146062,"Cervical processes","7aw5gkt01a7b8v7",""
"MGI:1889272","Cadm1","C57BL","Early adult","UCDLA_HEM_002_001",0.963071,"Red blood cell count","7aymcr9r120mq8g",""
"MGI:96654","Kcna1","C57BL","Early adult","IMPC_LDT_007_001",0.08994473,"Percent time in dark","7azfer0957l9j32",""
"MGI:1914228","Luc7l","C57BL","Late adult","IMPC_GEL_063_001",0.1217986,"Delayed embryonic development","7azu36ve5706u62",""
"MGI:2682639","Ddx31","C57BL","Early adult","IMPC_ECH_012_001",0.8672617,"LVPWs","7b0bc2r921yw803",""
"MGI:1920978","Psd","C57BL","Early adult","ESLIM_019_001_002",0.430796,"IgG3","7b1frb5x412a530",""
"MGI:1919580","Klhl40","C57BL","Early adult","ESLIM_018_001_006",0.9530643,"Mature B cells IgD+ percentage","7b25u5cb1zr1487",""
"MGI:1918039","Kynu","C57BL","Middle aged adult","UCDLA_HEM_002_001",0.642644,"Red blood cell count","7b2978n104s74y7",""
"MGI:1920081","Dhx30","C57BL","E12.5","IMPC_IPG_010_001",0.1026869,"Fasted blood glucose concentration","7b3b18pilghhx4l",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","ESLIM_019_001_007",0.14878,"IgE","7b3y80wid6gu3vw",""
"MGI:1277178","Fam91a1","C57BL","Early adult","IMPC_HEM_033_001",0.1726299,"Monocyte differential count","7b4975385ga9ohc",""
"MGI:1920978","Psd","C57BL","Early adult","IMPC_CSD_006_001",0.64156,"Coat - color - head","7b4l22083945w1j",""
"MGI:87994","Aldoa","C57BL","E9.5","IMPC_CSD_036_001",0.2766356,"Startle response","7b56hnch606p24q",""
"MGI:1934754","Kars1","C57BL","E9.5","JAXLA_CSD_012_001",0.1099648,"Coat - hair distribution - head","7b5dljxr2opeeh1",""
"MGI:1277178","Fam91a1","C57BL","Early adult","UCD_OWT_029_001",0.6217017,"Body length","7b5wv34jfrqjdmh",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_EYE_062_001",0.5507521,"Right total retinal thickness","7b60q7apleo3165",""
"MGI:1915751","Nsmce2","C58BL","E12.5","JAXLA_CSD_007_001",0.6824387,"Coat - color - abdomen","7b6r2w818l08x8l","mouse_strain invalid value"
"MGI:1341796","Pla2g2d","C57BL","Early adult","ESLIM_008_001_001",0.8449218,"Body position","7b853560o685sw3",""
"MGI:97601","Prkcq","C57BL","Early adult","UCDIP_GRS_009_001",0.6457041,"Forelimb and hindlimb grip strength measurement mean","7b8csdj0exe772d",""
"MGI:1277178","Fam91a1","C57BL","Early adult","IMPC_ECH_012_001",0.4013931,"LVPWs","7b947095r1t2795",""
"MGI:96080","Mst1","C57BL","Early adult","IMPC_ABR_012_001",0.6017925,"30kHz-evoked ABR Threshold","7b961g054n52ed8",""
